Abbreviation,TeamName,GridPosition,DriverPointsBefore,TeamPointsBefore,AvgFinishLast3,Rainfall,AirTemp,Podium
PER,Red Bull Racing,5.0,41.0,208.0,4.666666666666667,False,27.3,0
BOT,Alfa Romeo,16.0,208.0,586.0,13.666666666666666,False,27.3,0
VER,Red Bull Racing,1.0,6.0,10.0,2.3333333333333335,False,31.5,1
PIA,McLaren,6.0,404.0,612.0,7.333333333333333,False,31.5,1
NOR,McLaren,10.0,68.0,180.0,4.0,False,31.5,1
RUS,Mercedes,2.0,127.0,195.0,9.333333333333334,False,31.5,0
LEC,Ferrari,5.0,120.0,306.0,4.0,False,31.5,0
ALO,Aston Martin,4.0,134.0,269.0,10.666666666666666,False,31.5,0
OCO,Alpine,8.0,175.0,216.0,15.333333333333334,False,31.5,0
BOT,Alfa Romeo,9.0,42.0,82.0,15.666666666666666,False,31.5,0
ZHO,Alfa Romeo,19.0,10.0,14.0,13.0,False,31.5,0
PER,Red Bull Racing,20.0,6.0,16.0,9.666666666666666,False,31.5,0
STR,Aston Martin,16.0,209.0,613.0,17.0,False,31.5,0
GAS,Alpine,7.0,41.0,216.0,10.333333333333334,False,31.5,0
ALB,Williams,13.0,40.0,82.0,11.333333333333334,False,31.5,0
MAG,Haas F1 Team,18.0,21.0,21.0,14.333333333333334,False,31.5,0
TSU,AlphaTauri,11.0,3.0,9.0,17.0,False,31.5,0
HUL,Haas F1 Team,14.0,3.0,5.0,14.666666666666666,False,31.5,0
LAW,AlphaTauri,17.0,6.0,9.0,10.333333333333334,False,31.5,0
SAR,Williams,15.0,2.0,5.0,14.666666666666666,False,31.5,0
HAM,Mercedes,3.0,0.0,21.0,4.666666666666667,False,31.5,0
SAI,Ferrari,12.0,186.0,306.0,3.3333333333333335,False,31.5,0
VER,Red Bull Racing,6.0,135.0,269.0,2.3333333333333335,False,30.1,1
NOR,McLaren,2.0,429.0,638.0,2.3333333333333335,False,30.1,1
SAI,Ferrari,4.0,145.0,213.0,9.0,False,30.1,1
PER,Red Bull Racing,9.0,150.0,284.0,12.333333333333334,False,30.1,0
RUS,Mercedes,5.0,221.0,650.0,9.0,False,30.1,0
GAS,Alpine,7.0,130.0,316.0,9.333333333333334,False,30.1,0
STR,Aston Martin,20.0,48.0,90.0,14.5,False,30.1,0
TSU,AlphaTauri,11.0,47.0,222.0,15.333333333333334,False,30.1,0
ALB,Williams,15.0,8.0,10.0,13.333333333333334,False,30.1,0
SAR,Williams,16.0,23.0,23.0,16.333333333333332,False,30.1,0
HUL,Haas F1 Team,18.0,1.0,24.0,14.333333333333334,False,30.1,0
BOT,Alfa Romeo,13.0,6.0,9.0,15.0,False,30.1,0
ZHO,Alfa Romeo,12.0,10.0,16.0,11.333333333333334,False,30.1,0
MAG,Haas F1 Team,17.0,6.0,16.0,13.0,False,30.1,0
RIC,AlphaTauri,14.0,3.0,9.0,14.5,False,30.1,0
ALO,Aston Martin,19.0,0.0,10.0,9.666666666666666,False,30.1,0
PIA,McLaren,10.0,175.0,222.0,4.0,False,30.1,0
OCO,Alpine,8.0,68.0,213.0,11.333333333333334,False,30.1,0
HAM,Mercedes,3.0,42.0,90.0,9.0,False,30.1,0
LEC,Ferrari,1.0,186.0,316.0,4.333333333333333,False,30.1,0
VER,Red Bull Racing,3.0,134.0,284.0,1.0,False,25.7,1
HAM,Mercedes,6.0,454.0,675.0,14.333333333333334,False,25.7,1
LEC,Ferrari,1.0,205.0,335.0,9.666666666666666,False,25.7,1
SAI,Ferrari,2.0,149.0,299.0,9.666666666666666,False,25.7,0
NOR,McLaren,17.0,162.0,311.0,2.3333333333333335,False,25.7,0
RUS,Mercedes,8.0,155.0,223.0,5.333333333333333,False,25.7,0
RIC,AlphaTauri,4.0,138.0,343.0,14.666666666666666,False,25.7,0
PIA,McLaren,7.0,6.0,16.0,7.333333333333333,False,25.7,0
ALB,Williams,14.0,72.0,227.0,12.666666666666666,False,25.7,0
OCO,Alpine,15.0,25.0,26.0,11.333333333333334,False,25.7,0
GAS,Alpine,11.0,43.0,91.0,9.333333333333334,False,25.7,0
TSU,AlphaTauri,18.0,48.0,91.0,11.666666666666666,False,25.7,0
HUL,Haas F1 Team,12.0,8.0,16.0,13.666666666666666,False,25.7,0
ZHO,Alfa Romeo,10.0,6.0,9.0,11.666666666666666,False,25.7,0
BOT,Alfa Romeo,9.0,6.0,16.0,13.333333333333334,False,25.7,0
SAR,Williams,19.0,10.0,16.0,15.0,False,25.7,0
STR,Aston Martin,0.0,1.0,26.0,12.0,False,25.7,0
ALO,Aston Martin,13.0,47.0,222.0,10.0,False,25.7,0
MAG,Haas F1 Team,16.0,175.0,222.0,14.333333333333334,False,25.7,0
PER,Red Bull Racing,5.0,3.0,9.0,11.0,False,25.7,0
VER,Red Bull Racing,1.0,221.0,675.0,1.0,True,20.5,1
NOR,McLaren,6.0,479.0,700.0,3.3333333333333335,True,20.5,1
ALO,Aston Martin,4.0,174.0,246.0,13.333333333333334,True,20.5,1
PER,Red Bull Racing,9.0,190.0,237.0,11.333333333333334,True,20.5,0
STR,Aston Martin,3.0,233.0,712.0,11.666666666666666,True,20.5,0
SAI,Ferrari,7.0,57.0,247.0,9.0,True,20.5,0
GAS,Alpine,15.0,170.0,319.0,9.666666666666666,True,20.5,0
HAM,Mercedes,5.0,54.0,97.0,13.333333333333334,True,20.5,0
TSU,AlphaTauri,16.0,209.0,347.0,11.666666666666666,True,20.5,0
OCO,Alpine,14.0,10.0,18.0,11.666666666666666,True,20.5,0
SAR,Williams,19.0,44.0,98.0,14.666666666666666,True,20.5,0
HUL,Haas F1 Team,11.0,1.0,26.0,13.333333333333334,True,20.5,0
RIC,AlphaTauri,17.0,6.0,9.0,12.666666666666666,True,20.5,0
PIA,McLaren,10.0,6.0,18.0,9.0,True,20.5,0
RUS,Mercedes,8.0,72.0,246.0,5.0,True,20.5,0
BOT,Alfa Romeo,18.0,138.0,347.0,11.666666666666666,True,20.5,0
ZHO,Alfa Romeo,20.0,10.0,16.0,12.0,True,20.5,0
MAG,Haas F1 Team,12.0,6.0,16.0,15.666666666666666,True,20.5,0
ALB,Williams,13.0,3.0,9.0,10.333333333333334,True,20.5,0
LEC,Ferrari,2.0,25.0,26.0,9.333333333333334,True,20.5,0
VER,Red Bull Racing,2.0,149.0,319.0,1.0,False,18.0,1
LEC,Ferrari,1.0,504.0,737.0,14.333333333333334,False,18.0,1
PER,Red Bull Racing,11.0,167.0,337.0,9.333333333333334,False,18.0,1
OCO,Alpine,16.0,248.0,752.0,12.666666666666666,False,18.0,0
STR,Aston Martin,19.0,56.0,110.0,9.666666666666666,False,18.0,0
SAI,Ferrari,12.0,67.0,257.0,4.333333333333333,False,18.0,0
HAM,Mercedes,10.0,178.0,345.0,9.666666666666666,False,18.0,0
RUS,Mercedes,3.0,215.0,353.0,8.666666666666666,False,18.0,0
ALO,Aston Martin,9.0,142.0,357.0,12.333333333333334,False,18.0,0
PIA,McLaren,18.0,192.0,259.0,13.0,False,18.0,0
GAS,Alpine,4.0,74.0,248.0,8.0,False,18.0,0
ALB,Williams,5.0,54.0,110.0,12.333333333333334,False,18.0,0
MAG,Haas F1 Team,8.0,25.0,26.0,17.0,False,18.0,0
RIC,AlphaTauri,14.0,3.0,9.0,11.666666666666666,False,18.0,0
ZHO,Alfa Romeo,17.0,6.0,18.0,14.666666666666666,False,18.0,0
SAR,Williams,6.0,6.0,16.0,12.333333333333334,False,18.0,0
BOT,Alfa Romeo,7.0,1.0,26.0,14.333333333333334,False,18.0,0
TSU,AlphaTauri,20.0,10.0,16.0,9.666666666666666,False,18.0,0
HUL,Haas F1 Team,13.0,10.0,18.0,12.0,False,18.0,0
NOR,McLaren,15.0,6.0,9.0,3.0,False,18.0,0
VER,Red Bull Racing,1.0,174.0,248.0,1.0,False,26.9,1
LEC,Ferrari,2.0,530.0,778.0,8.333333333333334,False,26.9,1
RUS,Mercedes,4.0,185.0,363.0,9.666666666666666,False,26.9,1
PER,Red Bull Racing,9.0,157.0,372.0,9.0,False,26.9,0
NOR,McLaren,5.0,260.0,790.0,9.0,False,26.9,0
PIA,McLaren,3.0,184.0,258.0,10.666666666666666,False,26.9,0
ALO,Aston Martin,7.0,82.0,266.0,10.0,False,26.9,0
TSU,AlphaTauri,6.0,198.0,265.0,13.0,False,26.9,0
HAM,Mercedes,11.0,14.0,22.0,5.666666666666667,False,26.9,0
STR,Aston Martin,13.0,217.0,374.0,9.0,False,26.9,0
RIC,AlphaTauri,15.0,68.0,266.0,11.333333333333334,False,26.9,0
OCO,Alpine,12.0,6.0,22.0,8.0,False,26.9,0
GAS,Alpine,10.0,56.0,110.0,9.666666666666666,False,26.9,0
ALB,Williams,14.0,54.0,110.0,13.333333333333334,False,26.9,0
HUL,Haas F1 Team,8.0,25.0,26.0,14.666666666666666,False,26.9,0
SAR,Williams,20.0,6.0,9.0,14.333333333333334,False,26.9,0
ZHO,Alfa Romeo,19.0,1.0,26.0,15.333333333333334,False,26.9,0
SAI,Ferrari,16.0,6.0,16.0,5.333333333333333,False,26.9,0
BOT,Alfa Romeo,18.0,178.0,363.0,16.0,False,26.9,0
MAG,Haas F1 Team,17.0,10.0,16.0,16.666666666666668,False,26.9,0
VER,Red Bull Racing,1.0,3.0,9.0,,False,18.2,1
PER,Red Bull Racing,5.0,26.0,26.0,,False,18.2,1
SAI,Ferrari,4.0,18.0,44.0,,False,18.2,1
LEC,Ferrari,2.0,15.0,15.0,,False,18.2,0
RUS,Mercedes,3.0,12.0,27.0,,False,18.2,0
NOR,McLaren,7.0,10.0,10.0,,False,18.2,0
HAM,Mercedes,9.0,8.0,8.0,,False,18.2,0
PIA,McLaren,8.0,6.0,16.0,,False,18.2,0
ALO,Aston Martin,6.0,4.0,12.0,,False,18.2,0
STR,Aston Martin,12.0,2.0,2.0,,False,18.2,0
ZHO,Kick Sauber,17.0,1.0,3.0,,False,18.2,0
MAG,Haas F1 Team,15.0,0.0,0.0,,False,18.2,0
RIC,RB,14.0,0.0,0.0,,False,18.2,0
TSU,RB,11.0,0.0,0.0,,False,18.2,0
ALB,Williams,13.0,0.0,0.0,,False,18.2,0
HUL,Haas F1 Team,10.0,0.0,0.0,,False,18.2,0
OCO,Alpine,19.0,0.0,0.0,,False,18.2,0
GAS,Alpine,20.0,0.0,0.0,,False,18.2,0
BOT,Kick Sauber,16.0,0.0,0.0,,False,18.2,0
SAR,Williams,18.0,0.0,0.0,,False,18.2,0
VER,Red Bull Racing,1.0,0.0,0.0,1.0,False,25.5,1
PER,Red Bull Racing,3.0,51.0,69.0,2.0,False,25.5,1
LEC,Ferrari,2.0,36.0,87.0,4.0,False,25.5,1
PIA,McLaren,5.0,28.0,43.0,8.0,False,25.5,0
ALO,Aston Martin,4.0,16.0,24.0,9.0,False,25.5,0
RUS,Mercedes,7.0,12.0,13.0,5.0,False,25.5,0
BEA,Ferrari,11.0,18.0,24.0,,False,25.5,0
NOR,McLaren,6.0,6.0,49.0,6.0,False,25.5,0
HAM,Mercedes,8.0,12.0,28.0,7.0,False,25.5,0
HUL,Haas F1 Team,15.0,8.0,26.0,16.0,False,25.5,0
ALB,Williams,12.0,1.0,1.0,15.0,False,25.5,0
MAG,Haas F1 Team,13.0,0.0,0.0,12.0,False,25.5,0
OCO,Alpine,17.0,0.0,1.0,17.0,False,25.5,0
SAR,Williams,19.0,0.0,0.0,20.0,False,25.5,0
TSU,RB,9.0,0.0,0.0,14.0,False,25.5,0
RIC,RB,14.0,0.0,0.0,13.0,False,25.5,0
BOT,Kick Sauber,16.0,0.0,0.0,19.0,False,25.5,0
ZHO,Kick Sauber,20.0,0.0,0.0,11.0,False,25.5,0
STR,Aston Martin,10.0,0.0,0.0,10.0,False,25.5,0
GAS,Alpine,18.0,1.0,13.0,18.0,False,25.5,0
SAI,Ferrari,2.0,0.0,0.0,3.0,False,20.7,1
LEC,Ferrari,4.0,40.0,74.0,3.5,False,20.7,1
NOR,McLaren,3.0,47.0,93.0,7.0,False,20.7,1
PIA,McLaren,5.0,27.0,43.0,6.0,False,20.7,0
PER,Red Bull Racing,6.0,28.0,55.0,2.0,False,20.7,0
STR,Aston Martin,9.0,46.0,97.0,14.5,False,20.7,0
TSU,RB,8.0,9.0,21.0,14.5,False,20.7,0
ALO,Aston Martin,10.0,6.0,6.0,7.0,False,20.7,0
HUL,Haas F1 Team,16.0,16.0,25.0,13.0,False,20.7,0
MAG,Haas F1 Team,14.0,3.0,3.0,12.0,False,20.7,0
ALB,Williams,12.0,1.0,4.0,13.0,False,20.7,0
RIC,RB,18.0,0.0,0.0,14.5,False,20.7,0
GAS,Alpine,17.0,0.0,6.0,19.0,False,20.7,0
BOT,Kick Sauber,13.0,0.0,0.0,18.0,False,20.7,0
ZHO,Kick Sauber,19.0,0.0,0.0,14.5,False,20.7,0
OCO,Alpine,15.0,0.0,0.0,15.0,False,20.7,0
RUS,Mercedes,7.0,0.0,0.0,5.5,False,20.7,0
HAM,Mercedes,11.0,18.0,26.0,8.0,False,20.7,0
VER,Red Bull Racing,1.0,8.0,26.0,1.0,False,20.7,0
VER,Red Bull Racing,1.0,51.0,97.0,7.0,False,22.1,1
PER,Red Bull Racing,2.0,77.0,123.0,3.0,False,22.1,1
SAI,Ferrari,4.0,64.0,141.0,2.0,False,22.1,1
LEC,Ferrari,8.0,55.0,108.0,3.0,False,22.1,0
NOR,McLaren,3.0,59.0,120.0,5.666666666666667,False,22.1,0
ALO,Aston Martin,5.0,37.0,65.0,7.333333333333333,False,22.1,0
RUS,Mercedes,9.0,24.0,33.0,9.333333333333334,False,22.1,0
PIA,McLaren,6.0,24.0,32.0,5.333333333333333,False,22.1,0
HAM,Mercedes,7.0,32.0,69.0,11.333333333333334,False,22.1,0
TSU,RB,10.0,10.0,34.0,12.0,False,22.1,0
HUL,Haas F1 Team,12.0,7.0,7.0,11.666666666666666,False,22.1,0
STR,Aston Martin,16.0,3.0,4.0,11.666666666666666,False,22.1,0
MAG,Haas F1 Team,18.0,9.0,33.0,11.333333333333334,False,22.1,0
BOT,Kick Sauber,13.0,1.0,4.0,16.666666666666668,False,22.1,0
OCO,Alpine,15.0,0.0,0.0,15.333333333333334,False,22.1,0
GAS,Alpine,17.0,0.0,0.0,17.0,False,22.1,0
SAR,Williams,19.0,0.0,0.0,17.0,False,22.1,0
ZHO,Kick Sauber,20.0,0.0,0.0,14.666666666666666,False,22.1,0
RIC,RB,11.0,0.0,0.0,13.666666666666666,False,22.1,0
ALB,Williams,14.0,0.0,7.0,12.333333333333334,False,22.1,0
VER,Red Bull Racing,1.0,0.0,0.0,7.0,False,18.7,1
NOR,McLaren,4.0,102.0,166.0,5.333333333333333,False,18.7,1
PER,Red Bull Racing,2.0,55.0,87.0,3.0,False,18.7,1
LEC,Ferrari,6.0,79.0,181.0,3.0,False,18.7,0
SAI,Ferrari,7.0,71.0,132.0,2.3333333333333335,False,18.7,0
RUS,Mercedes,8.0,65.0,142.0,10.0,False,18.7,0
ALO,Aston Martin,3.0,32.0,42.0,6.333333333333333,False,18.7,0
PIA,McLaren,5.0,31.0,40.0,5.333333333333333,False,18.7,0
HAM,Mercedes,18.0,36.0,91.0,12.0,False,18.7,0
HUL,Haas F1 Team,9.0,12.0,44.0,10.0,False,18.7,0
OCO,Alpine,13.0,4.0,5.0,14.666666666666666,False,18.7,0
ALB,Williams,14.0,0.0,0.0,14.0,False,18.7,0
GAS,Alpine,15.0,0.0,0.0,16.333333333333332,False,18.7,0
ZHO,Kick Sauber,16.0,0.0,0.0,17.0,False,18.7,0
STR,Aston Martin,11.0,0.0,0.0,12.333333333333334,False,18.7,0
MAG,Haas F1 Team,17.0,9.0,40.0,11.666666666666666,False,18.7,0
SAR,Williams,20.0,1.0,5.0,17.0,False,18.7,0
RIC,RB,12.0,0.0,0.0,15.666666666666666,False,18.7,0
TSU,RB,19.0,0.0,7.0,10.666666666666666,False,18.7,0
BOT,Kick Sauber,10.0,7.0,7.0,15.0,False,18.7,0
NOR,McLaren,5.0,0.0,0.0,3.3333333333333335,False,28.5,1
VER,Red Bull Racing,1.0,80.0,116.0,7.0,False,28.5,1
LEC,Ferrari,2.0,120.0,199.0,3.3333333333333335,False,28.5,1
PER,Red Bull Racing,4.0,86.0,157.0,3.3333333333333335,False,28.5,0
SAI,Ferrari,3.0,91.0,211.0,3.0,False,28.5,0
HAM,Mercedes,8.0,75.0,167.0,12.0,False,28.5,0
TSU,RB,10.0,20.0,52.0,12.0,False,28.5,0
RUS,Mercedes,7.0,13.0,13.0,10.0,False,28.5,0
ALO,Aston Martin,15.0,36.0,56.0,7.0,False,28.5,0
OCO,Alpine,13.0,33.0,42.0,14.0,False,28.5,0
HUL,Haas F1 Team,9.0,1.0,1.0,10.0,False,28.5,0
GAS,Alpine,12.0,4.0,5.0,14.0,False,28.5,0
PIA,McLaren,6.0,0.0,1.0,6.666666666666667,False,28.5,0
ZHO,Kick Sauber,19.0,36.0,116.0,15.666666666666666,False,28.5,0
RIC,RB,20.0,0.0,0.0,16.333333333333332,False,28.5,0
BOT,Kick Sauber,16.0,0.0,13.0,16.0,False,28.5,0
STR,Aston Martin,11.0,0.0,0.0,11.0,False,28.5,0
ALB,Williams,14.0,9.0,42.0,14.333333333333334,False,28.5,0
MAG,Haas F1 Team,18.0,0.0,0.0,13.0,False,28.5,0
SAR,Williams,17.0,1.0,5.0,16.0,False,28.5,0
VER,Red Bull Racing,1.0,0.0,0.0,1.3333333333333333,False,25.3,1
NOR,McLaren,2.0,145.0,236.0,2.6666666666666665,False,25.3,1
LEC,Ferrari,3.0,98.0,134.0,3.6666666666666665,False,25.3,1
PIA,McLaren,5.0,101.0,182.0,9.666666666666666,False,25.3,0
SAI,Ferrari,4.0,48.0,146.0,4.333333333333333,False,25.3,0
HAM,Mercedes,8.0,85.0,192.0,8.0,False,25.3,0
RUS,Mercedes,6.0,28.0,64.0,7.0,False,25.3,0
PER,Red Bull Racing,11.0,43.0,71.0,3.0,False,25.3,0
STR,Aston Martin,13.0,95.0,240.0,14.666666666666666,False,25.3,0
TSU,RB,7.0,11.0,44.0,12.0,False,25.3,0
HUL,Haas F1 Team,10.0,14.0,14.0,10.666666666666666,False,25.3,0
MAG,Haas F1 Team,18.0,4.0,5.0,16.0,False,25.3,0
RIC,RB,9.0,1.0,5.0,17.333333333333332,False,25.3,0
OCO,Alpine,12.0,0.0,14.0,12.0,False,25.3,0
ZHO,Kick Sauber,17.0,1.0,1.0,15.333333333333334,False,25.3,0
GAS,Alpine,15.0,0.0,0.0,13.666666666666666,False,25.3,0
SAR,Williams,19.0,0.0,1.0,18.0,False,25.3,0
BOT,Kick Sauber,16.0,0.0,0.0,16.666666666666668,False,25.3,0
ALO,Aston Martin,20.0,0.0,0.0,7.333333333333333,False,25.3,0
ALB,Williams,14.0,33.0,44.0,16.666666666666668,False,25.3,0
LEC,Ferrari,1.0,0.0,0.0,3.3333333333333335,False,21.6,1
PIA,McLaren,2.0,126.0,217.0,8.333333333333334,False,21.6,1
SAI,Ferrari,3.0,66.0,164.0,5.0,False,21.6,1
NOR,McLaren,4.0,100.0,232.0,1.6666666666666667,False,21.6,0
RUS,Mercedes,5.0,110.0,176.0,7.0,False,21.6,0
VER,Red Bull Racing,6.0,53.0,81.0,1.3333333333333333,False,21.6,0
HAM,Mercedes,7.0,153.0,248.0,7.0,False,21.6,0
TSU,RB,8.0,35.0,88.0,12.0,False,21.6,0
ALB,Williams,9.0,18.0,18.0,16.666666666666668,False,21.6,0
GAS,Alpine,10.0,2.0,2.0,13.666666666666666,False,21.6,0
ALO,Aston Martin,14.0,1.0,2.0,11.666666666666666,False,21.6,0
RIC,RB,12.0,33.0,44.0,15.333333333333334,False,21.6,0
BOT,Kick Sauber,17.0,0.0,18.0,18.0,False,21.6,0
STR,Aston Martin,13.0,0.0,0.0,13.666666666666666,False,21.6,0
SAR,Williams,15.0,11.0,44.0,18.0,False,21.6,0
ZHO,Kick Sauber,18.0,0.0,2.0,14.333333333333334,False,21.6,0
OCO,Alpine,11.0,0.0,0.0,11.666666666666666,False,21.6,0
PER,Red Bull Racing,16.0,1.0,2.0,5.0,False,21.6,0
HUL,Haas F1 Team,19.0,95.0,248.0,10.666666666666666,False,21.6,0
MAG,Haas F1 Team,20.0,4.0,5.0,15.666666666666666,False,21.6,0
VER,Red Bull Racing,2.0,1.0,5.0,3.0,True,18.0,1
NOR,McLaren,3.0,178.0,273.0,2.3333333333333335,True,18.0,1
RUS,Mercedes,1.0,128.0,194.0,6.666666666666667,True,18.0,1
HAM,Mercedes,7.0,68.0,103.0,6.333333333333333,True,18.0,0
PIA,McLaren,4.0,48.0,116.0,6.333333333333333,True,18.0,0
ALO,Aston Martin,6.0,76.0,204.0,13.0,True,18.0,0
STR,Aston Martin,9.0,41.0,52.0,13.333333333333334,True,18.0,0
RIC,RB,5.0,17.0,58.0,13.333333333333334,True,18.0,0
GAS,Alpine,15.0,4.0,22.0,12.666666666666666,True,18.0,0
OCO,Alpine,18.0,3.0,4.0,13.666666666666666,True,18.0,0
HUL,Haas F1 Team,17.0,2.0,5.0,13.666666666666666,True,18.0,0
MAG,Haas F1 Team,14.0,4.0,5.0,17.0,True,18.0,0
BOT,Kick Sauber,19.0,1.0,5.0,15.666666666666666,True,18.0,0
TSU,RB,8.0,0.0,0.0,8.333333333333334,True,18.0,0
ZHO,Kick Sauber,20.0,18.0,22.0,15.0,True,18.0,0
SAI,Ferrari,12.0,0.0,0.0,4.333333333333333,True,18.0,0
ALB,Williams,10.0,100.0,232.0,15.666666666666666,True,18.0,0
PER,Red Bull Racing,16.0,2.0,2.0,10.0,True,18.0,0
LEC,Ferrari,11.0,95.0,273.0,2.3333333333333335,True,18.0,0
SAR,Williams,13.0,126.0,232.0,17.333333333333332,True,18.0,0
VER,Red Bull Racing,2.0,0.0,2.0,2.6666666666666665,True,24.1,1
NOR,McLaren,1.0,203.0,298.0,2.6666666666666665,True,24.1,1
HAM,Mercedes,3.0,147.0,223.0,5.666666666666667,True,24.1,1
RUS,Mercedes,4.0,63.0,131.0,5.0,True,24.1,0
LEC,Ferrari,5.0,80.0,143.0,7.666666666666667,True,24.1,0
SAI,Ferrari,6.0,136.0,242.0,8.0,True,24.1,0
PIA,McLaren,9.0,108.0,250.0,3.6666666666666665,True,24.1,0
PER,Red Bull Racing,11.0,82.0,229.0,14.666666666666666,True,24.1,0
GAS,Alpine,7.0,99.0,302.0,11.666666666666666,True,24.1,0
OCO,Alpine,8.0,5.0,7.0,13.666666666666666,True,24.1,0
HUL,Haas F1 Team,13.0,3.0,8.0,13.666666666666666,True,24.1,0
ALO,Aston Martin,10.0,4.0,5.0,12.0,True,24.1,0
ZHO,Kick Sauber,15.0,41.0,58.0,15.333333333333334,True,24.1,0
STR,Aston Martin,14.0,0.0,0.0,10.0,True,24.1,0
RIC,RB,18.0,17.0,58.0,11.0,True,24.1,0
BOT,Kick Sauber,12.0,4.0,22.0,14.666666666666666,True,24.1,0
MAG,Haas F1 Team,16.0,0.0,0.0,14.666666666666666,True,24.1,0
ALB,Williams,20.0,1.0,5.0,15.333333333333334,True,24.1,0
TSU,RB,17.0,2.0,2.0,10.666666666666666,True,24.1,0
SAR,Williams,19.0,18.0,22.0,17.333333333333332,True,24.1,0
RUS,Mercedes,3.0,0.0,2.0,4.0,True,29.5,1
PIA,McLaren,7.0,105.0,168.0,4.666666666666667,True,29.5,1
SAI,Ferrari,4.0,100.0,247.0,8.333333333333334,True,29.5,1
HAM,Mercedes,5.0,123.0,265.0,4.666666666666667,True,29.5,0
VER,Red Bull Racing,1.0,75.0,180.0,2.6666666666666665,True,29.5,0
HUL,Haas F1 Team,9.0,213.0,312.0,13.666666666666666,True,29.5,0
PER,Red Bull Racing,8.0,12.0,13.0,14.666666666666666,True,29.5,0
MAG,Haas F1 Team,12.0,105.0,318.0,16.333333333333332,True,29.5,0
RIC,RB,11.0,5.0,17.0,11.666666666666666,True,29.5,0
GAS,Alpine,13.0,6.0,24.0,9.333333333333334,True,29.5,0
LEC,Ferrari,6.0,6.0,9.0,8.333333333333334,True,29.5,0
OCO,Alpine,10.0,136.0,265.0,12.333333333333334,True,29.5,0
STR,Aston Martin,17.0,3.0,9.0,11.666666666666666,True,29.5,0
TSU,RB,14.0,17.0,58.0,13.666666666666666,True,29.5,0
ALB,Williams,16.0,18.0,24.0,14.666666666666666,True,29.5,0
BOT,Kick Sauber,18.0,2.0,2.0,14.0,True,29.5,0
ZHO,Kick Sauber,20.0,0.0,0.0,14.666666666666666,True,29.5,0
ALO,Aston Martin,15.0,0.0,0.0,9.666666666666666,True,29.5,0
SAR,Williams,19.0,41.0,58.0,18.333333333333332,True,29.5,0
NOR,McLaren,2.0,0.0,2.0,2.6666666666666665,True,29.5,0
HAM,Mercedes,2.0,147.0,247.0,3.6666666666666665,True,15.9,1
VER,Red Bull Racing,4.0,100.0,205.0,2.3333333333333335,True,15.9,1
NOR,McLaren,3.0,231.0,336.0,8.0,True,15.9,1
PIA,McLaren,5.0,162.0,262.0,4.666666666666667,True,15.9,0
SAI,Ferrari,7.0,112.0,274.0,8.333333333333334,True,15.9,0
HUL,Haas F1 Team,6.0,134.0,276.0,9.333333333333334,True,15.9,0
STR,Aston Martin,8.0,20.0,25.0,11.333333333333334,True,15.9,0
ALO,Aston Martin,10.0,23.0,64.0,12.0,True,15.9,0
ALB,Williams,9.0,45.0,68.0,16.666666666666668,True,15.9,0
TSU,RB,13.0,4.0,4.0,15.666666666666666,True,15.9,0
SAR,Williams,12.0,19.0,25.0,19.666666666666668,True,15.9,0
MAG,Haas F1 Team,17.0,0.0,4.0,12.333333333333334,True,15.9,0
RIC,RB,15.0,5.0,25.0,10.666666666666666,True,15.9,0
LEC,Ferrari,11.0,6.0,25.0,11.666666666666666,True,15.9,0
BOT,Kick Sauber,16.0,136.0,276.0,15.0,True,15.9,0
OCO,Alpine,18.0,0.0,0.0,10.666666666666666,True,15.9,0
PER,Red Bull Racing,20.0,3.0,9.0,11.0,True,15.9,0
ZHO,Kick Sauber,14.0,105.0,336.0,15.0,True,15.9,0
RUS,Mercedes,1.0,0.0,0.0,2.6666666666666665,True,15.9,0
GAS,Alpine,19.0,105.0,205.0,9.333333333333334,True,15.9,0
PIA,McLaren,2.0,6.0,9.0,4.333333333333333,False,28.9,1
NOR,McLaren,1.0,137.0,299.0,8.333333333333334,False,28.9,1
HAM,Mercedes,5.0,180.0,317.0,2.6666666666666665,False,28.9,1
LEC,Ferrari,6.0,115.0,220.0,10.0,False,28.9,0
VER,Red Bull Racing,3.0,148.0,288.0,2.6666666666666665,False,28.9,0
SAI,Ferrari,4.0,241.0,346.0,4.666666666666667,False,28.9,0
PER,Red Bull Racing,16.0,142.0,296.0,10.666666666666666,False,28.9,0
RUS,Mercedes,17.0,111.0,352.0,8.0,False,28.9,0
TSU,RB,10.0,110.0,225.0,14.333333333333334,False,28.9,0
STR,Aston Martin,8.0,21.0,27.0,11.333333333333334,False,28.9,0
ALO,Aston Martin,7.0,24.0,69.0,12.666666666666666,False,28.9,0
RIC,RB,9.0,45.0,69.0,12.333333333333334,False,28.9,0
HUL,Haas F1 Team,11.0,6.0,27.0,7.666666666666667,False,28.9,0
ALB,Williams,13.0,20.0,25.0,14.0,False,28.9,0
MAG,Haas F1 Team,15.0,4.0,4.0,12.333333333333334,False,28.9,0
BOT,Kick Sauber,12.0,5.0,25.0,15.666666666666666,False,28.9,0
SAR,Williams,14.0,0.0,0.0,16.666666666666668,False,28.9,0
OCO,Alpine,19.0,0.0,4.0,12.666666666666666,False,28.9,0
ZHO,Kick Sauber,18.0,3.0,9.0,16.0,False,28.9,0
GAS,Alpine,20.0,0.0,0.0,13.0,False,28.9,0
